Event Date,Event Time,Duration,City,State,Country,Lat,Lon,TotalObservers,Summary,NumShips,Shape,NUFORC Note,Explanation,Certainty
7/16/2020,22:48:00,1,Nanaimo (Canada),BC,Canada,49.1658836,-123.9400647,2,"Bright orange... thought it was the space station... drifted east and then dipped a bit south and flickered... no jet noise, faded out",1,Circle,,,
3/21/2020,22:45:00,5 seconds,Langley (Canada),BC,Canada,49.0730431,-122.5727084,2,"Walking the dog looked up in the sky and a pretty fair size white lit up circular object was flying at a high rate of speed downwards,",1,Circle,,,
5/19/2013,22:45:00,30 seconds,Coboconk (Canada),ON,Canada,44.6608095,-78.8018394,2,One round pulsating orange light flying slowly north over Balsam Lake; disappeared after 30 seconds,1,Circle,,,
3/25/2004,22:45:00,approx: 3 minutes,Trail (Canada),BC,Canada,49.0965676,-117.7117301,2,HBCCUFO CANADIAN REPORT:  Object and Unusual Mark - Photos,1,Circle,Date is approximate.  We express our gratitude to Mr. Brian Vike for sharing this report with NUFORC.  PD,,
4/7/2006,22:44:00,30 seconds,Pond Inlet (Canada),NT,Canada,72.7001169,-77.9585316,2,"We went outside for smoke, when my brother looked up at the sky and point to south east from us, I saw blue light shaped circle streaki",1,Circle,,,
5/21/2014,22:30:00,5 minutes,Fort Alexander (Canada),MB,Canada,50.610446,-96.298722,2,Round bright red fireball looking object.,1,Circle,,,
8/23/2009,22:30:00,1 min,Summerside (Canada),PE,Canada,46.3933777,-63.7902331,2,"White object flying in zigzag pattern over Summerside, PEI, Canada",1,Circle,,,
10/31/1998,22:24:00,25-34 secs,Brampton (Canada),ON,Canada,43.7315479,-79.7624177,2,On hallowe'en 1998 my friend Jessica and I seen a flying what seemed to  be an alien space craft that was there for NO longer than 35 s,1,Circle,,,
8/12/1998,22:24:00,1 hour,New Brunswick (Canada),NB,Canada,46.5653163,-66.4619164,2,"bright orange light in the sky moving in zigzag, side by side and up and down.",1,Circle,,,
9/28/2013,22:16:00,40 minutes,Ottawa (Canada),ON,Canada,45.4215296,-75.6971931,2,"Large circle with web like  colored (red, green, blue, silver) lightning bolts inside",1,Circle,,,
12/21/2018,22:15:00,20 minutes,New Denver (Canada),BC,Canada,49.99129,-117.372071,2,"A red glowing circle was sited above the top of a mountain, just N of the New Denver Glacier in the W Kootenays.",1,Circle,,,
7/27/2022,22:00:00,1 to 2 minutes,Burnaby,BC,Canada,49.2488091,-122.9805104,2,Round saucer disk flying erratic and a high speed.,1,Circle,,,
11/16/2016,22:00:00,2 minutes,London (Canada),ON,Canada,42.9849233,-81.2452768,2,"Solid bright red light, with intermittent white flashing while hovering in a stationary location",1,Circle,,,
9/30/2001,22:00:00,2-5 minutes,Ottawa (Canada),ON,Canada,45.4215296,-75.6971931,2,"Bright light and pinwheel pattern appears in the sky,",1,Circle,Witness indicates that date of incident is approximate.  PD,,
7/4/1998,22:00:00,current,Kingston (Canada),ON,Canada,44.231345,-76.4809694,2,"SMALL TO LARGER SIZE BALL,MULTIPLE ROTATING COLOURS,APPROX,1500 TO 2000 METERS IN THE SKY.WE FIRST SAW THE LIGHT ON OUR WAY BACK FROM A",1,Circle,,,
5/20/2000,21:50:00,2 -3 minutes,Yukon (Canada),YT,Canada,64.2823274,-135,2,"My husband and I was walking outside and we looked up to stargaze, and we noticed a yellowish-glowing light moving out of the Northwest",1,Circle,,,
9/18/2014,21:41:00,5 minutes,Woodstock (Canada),ON,Canada,43.1314966,-80.7471651,2,"Woodstock, Ontario, UFO sighting.",1,Circle,Witness elects to remain totally anonymous; provides no contact information.  PD,,
9/27/2022,21:40:00,I watched it for 10 min.,Just west of Edmonton,AB,Canada,53.5460983,-113.4937266,2,It was a half ring of white and red lights. It was stationary and the lights were alternating in no particular order.,1,Circle,,,
3/11/2015,21:30:00,40 seconds,Pictou Landing (Canada),NS,Canada,45.663334,-62.688051,2,"Orange/red ball of light, arrived into field of view from southeast faster than a military jet, slowed, zig-zagged, turned to the north",1,Circle,,,
1/7/2006,21:25:00,5minutes,Markham (Canada),ON,Canada,43.8561002,-79.3370188,2,"Slowly moving orange light moving in southern sky, heading directly north",1,Circle,Witness elects to remain totally anonymous; provides no contact information.  PD,,
7/8/2012,21:24:00,10 minutes,Pierrefonds (Canada),QC,Canada,45.4688309,-73.8755827,2,Craft with bright red light speeding across sky.,1,Circle,,,
4/3/2019,21:14:00,2 minutes,Barrie,ON,Canada,44.3893556,-79.6903316,2,one fast moving object that stood out as it went by mars in the sky.,1,Circle,,,
11/10/2012,21:00:00,5 minutes,Moncton (Canada),NB,Canada,46.0878165,-64.7782313,2,Small silent orange ball travelled across sky,1,Circle,,,
5/21/2007,21:00:00,1 minute,Toronto (Canada),ON,Canada,43.653226,-79.3831843,2,very fast moving flashing lights,1,Circle,Witness elects to remain totally anonymous;  provides no contact information.  PD,,
2/15/2005,21:00:00,4 minutes,Gatineau (Canada),QC,Canada,45.4765446,-75.7012723,2,Multi coloured circle blasts away after shifting and swaying.,1,Circle,Witness indicates that the date of the incident is approximate.  PD,,
3/19/2004,21:00:00,1 minute,Anglemont (Canada),BC,Canada,50.964704,-119.163761,2,"bright star-like object, very distant, moving while fading and glowing strong, visible with naked eye for a minute or so.",1,Circle,,,
2/11/2023,20:30:00,3 hours,Barrie,ON,Canada,44.3893556,-79.6903316,2,Saw weird stationary flashing light in sky. Was in same or similar location for like 2 hours,1,Circle,,,
3/24/2011,20:30:00,In feild,Kelowna (Canada),BC,Canada,49.8863235,-119.4965917,2,Small green circle object in a feild,1,Circle,Witness indicates that the date of the sighting is approximate.  This fact suggests to us that the report may be a hoax.  PD,,
9/13/2014,20:18:00,4-6 seconds,Chilliwack (Canada),BC,Canada,49.1579401,-121.9514666,2,We witnessed a green ball around 1000 feet in the air fly across the #1 highway and disintegrate into the mountains on the north side o,1,Circle,,,
5/13/2003,20:15:00,5 min,Georgetown (Canada),ON,Canada,43.6502046,-79.9036236,2,round quiet rotating and very low flying then sped off in an instant.,1,Circle,,,
12/17/1994,20:00:00,5 mins,Montreal (Canada),QC,Canada,45.5018869,-73.5673919,2,hovering craft,1,Circle,Date is approximate.  PD,,
8/21/1997,02:30:00,,Wabasca (Canada),AB,Canada,56.0144698,-113.8215527,2,"well my grandparents were coming home from a wedding one Sunday morning, when all of a sudden my grandma saw something from the corner ",1,Circle,"Interesting report.  To the best of my knowledge, this is the only report we have on file of meat turning green.  PD",,
1/30/2014,02:00:00,>1 hour,Toronto (Canada),ON,Canada,43.653226,-79.3831843,2,Very bright white light in night sky,1,Circle,Witness elects to remain totally anonymous; provides no contact information.  PD,,
9/17/2008,19:56:00,4-5 mintues,Whitby (Canada),ON,Canada,43.8975446,-78.9429329,2,Same UFO spotted in same place 5 days apart from each other.,1,Circle,,,
5/18/2023,19:40:00,5 minutes,Kippens,NL,Canada,48.5486367,-58.6233568,2,"Looked out window and saw the sun catching on a bright ball in the sky, it was round and fast. Moving horizontally.",1,Circle,,Unexplained,Possible
6/23/2015,19:40:00,15 seconds,St. Catharines (Canada),ON,Canada,43.1593745,-79.2468626,2,My son and I saw a metallic circle and it made a turn in direction from southwest to east.,1,Circle,We have CHANGED the date above.  PD,,
11/5/2017,19:38:00,1 second,Highway 60 (Canada),MB,Canada,53.0747488,-100.1585056,2,It looked like light gray we just drove by it at approximately 100 km an hour. It was suspended not moving approx. 10 to 20' alt..,1,Circle,,,
1/19/2007,19:30:00,3 min.,Coquitlam (Canada),BC,Canada,49.2837626,-122.7932065,2,yellow lights flashing for a moment then what remained was a dark greyish object,1,Circle,,,
2/7/2023,19:20:00,5-10 minited,Powassan,ON,Canada,46.0815486,-79.3612848,2,"String of 50 or more lights ,Originally going straight then changed to a circle motion covered by a strange cloud that look like smoke",1,Circle,,,
6/10/2007,19:17:00,2 minutes,Kelowna (Canada),BC,Canada,49.8863235,-119.4965917,2,Viewed a very shinny round object flying  north at 17:17 on 10 June 2007,1,Circle,"We spoke with one of the witnesses to this incident, and we found him to be seemingly sober-minded.  We suspect that he is a very good witness.  PD",,
12/22/2024,19:15:00,About 10 minutes,,ON,Canada,45.0250625,-78.0826875,2,"A bright light about 100,ft above the tree line that changed colours",1,Circle,,Unexplained,Possible
1/16/2004,19:10:00,5 minutes at least,Wetaskawin (near) (Canada),AB,Canada,52.9687964,-113.3659284,2,"We saw circular balls of light moving in circles, and a craft overhead that was NOT an airplane",1,Circle,Advertising lights??  PD,,
9/22/2010,19:00:00,,Hamilton (Canada),ON,Canada,43.2557206,-79.8711024,2,"sitting on a bench,looked North into the sky and saw flashing lights In the sky,UFO started to move north and faded away.",1,Circle,Witness elects to provide no contact information.  PD,,
10/26/2007,19:00:00,10 sec,Bearskin Lake (Canada),ON,Canada,53.885135,-90.9544164,2,"Oct. 26, 2007 19:00 hrs. Bearskin Lake ON, Circular disc with 4 lights seen 500 ft above ground heading East",1,Circle,,,
11/25/2004,19:00:00,40 seconds,Surrey (Canada),BC,Canada,49.1913466,-122.8490125,2,UFO's in Surrey? I Wouldn't have believed it if I hadn't seen it for myself!,1,Circle,,,
10/5/2000,19:00:00,15 minutes,Deadwood (Canada),AB,Canada,56.740963,-117.458219,2,"10/05/00 Deadwood Alberta Ca. Circle lights orange and yellow, for 15 mins. made the cows stop breathing It went straight up.",1,Circle,,,
9/1/2014,18:25:00,20 seconds,Sarnia (Canada),ON,Canada,42.974536,-82.4065901,2,Ball flying across sky in Sarnia.,1,Circle,,,
10/7/2003,18:00:00,10 seconds,Vonda (Canada),SK,Canada,52.3182621,-106.1004682,2,THERE  WAS ALOT OF LIGHTS FLASHING IN  A CIRCLE,1,Circle,,,
1/25/2020,17:30:00,1 minute,Peterborough (Canada),ON,Canada,44.3047061,-78.3199606,2,Circle of bright orange light moving across the sky  and then suddenly disappeared,1,Circle,,,
2/6/2012,17:30:00,2 minutes,Saint-John (Canada),NB,Canada,45.2733153,-66.0633081,2,"Headlights in the sky in millidgeville , this was not a circular airplane",1,Circle,,,
9/14/2001,17:30:00,5 min.,Calgary (Canada),AB,Canada,51.0447331,-114.0718831,2,Round shiny object with flashing light or revolving in the sunlight crossed behind passenger jet.,1,Circle,,,
11/8/1977,17:30:00,,Hamilton (Canada),ON,Canada,43.2557206,-79.8711024,2,HBCCUFO CANADIAN REPORT:  This object was round in shape with lights that wrapped around it.,1,Circle,Date is approximate.  We express our gratitude to Brian Vike for sharing the report with NUFORC.  PD,,
5/10/2011,17:15:00,~45 minutes,Vernon (Canada),BC,Canada,50.2670137,-119.2720107,2,"Circular Object over Vernon, BC May10/11",1,Circle,,,
10/9/2022,17:00:00,3 seconds,Toronto,ON,Canada,43.653226,-79.3831843,2,Streaked through sky cleared the clouds as it bulleted through,1,Circle,,,
2/16/2005,16:45:00,5 minutes,Victoria (Canada),BC,Canada,48.4284207,-123.3656444,2,Small bright light observed flying in close proximity to what looked like a plane.,1,Circle,,,
9/10/2008,16:30:00,1 minute,Long Beach (Canada),ON,Canada,42.865976,-79.386187,2,"White or reflective object at high altitude displays unusual flying behavior, disappears straight up.",1,Circle,,,
2/19/2007,16:00:00,4 mins,Edmonton (Canada),AB,Canada,53.5460983,-113.4937266,2,The black ball then seems to go strait up and totally out of site.,1,Circle,,,
4/16/2023,15:42:00,1min,Toronto,ON,Canada,43.653226,-79.3831843,2,"A luminous circular metal that can split into two light spheres, disappears and reappears with irregular flight paths.",1,Circle,,Unexplained,Possible
4/8/2024,15:32:00,15 sec,Toronto,ON,Canada,43.7764258,-79.2317521,2,Moving zigzag dot in the sky that got bigger,1,Circle,,Unexplained,Possible
10/12/2005,13:06:00,3 seconds,Richmond Hill (Canada),ON,Canada,43.8828401,-79.4402808,2,"The flything ubject came out of the clouds,,, and stayed there for about 5 - 10 seconds and it sudenly moved to the right hand side by",1,Circle,,,
5/13/2018,13:00:00,,Chipman (Canada),NB,Canada,46.1677106,-65.8794433,2,It was a saucer like with a haze around it.,1,Circle,,,
7/27/1998,13:00:00,five minutes,Kamloops (Canada),BC,Canada,50.674522,-120.3272674,2,"A  saucer like object appeared in the sky, but my video camera shut down and stopped working.",1,Circle,Date is approximate.  PD,,
8/29/2014,12:20:00,10 minutes,Pickering (Canada),ON,Canada,43.8384117,-79.0867579,2,Small round white ball shape hovering in the sky.,1,Circle,,,
1/10/2025,12:05:00,30 sec,Calgary,AB,Canada,51.041523,-114.114872,2,"When I pointed it out to my friend, it zigged and accellerated to warp speed and disappeared out of sight.",1,Circle,,Unexplained,Possible
4/17/2009,10:10:00,30 min,Toronto (Canada),ON,Canada,43.653226,-79.3831843,2,Hovering object flickering overtop Toronto!,1,Circle,,,
9/4/2009,01:30:00,10 minutes,Coniston (Canada),ON,Canada,46.492976,-80.850903,2,planet type of ball in the sky over 2000 feet wide,1,Circle,,,
10/15/2000,01:30:00,< sec,Whitby (Canada),ON,Canada,43.8975446,-78.9429329,2,Green hazy light seen north of Toronto,1,Circle,,,
8/6/2010,01:00:00,10 seconds,The Pas (Canada),MB,Canada,53.8254947,-101.2427087,2,Object flying just above the trees that had two perpendicular faint coloured circular lights  500 Lights On Object0: Yes,1,Circle,Witness elects to remain totally anonymous; provides no contact information.  PD,,
1/27/2008,01:00:00,2-3 Seconds,Sackville (Canada),NS,Canada,45.0778473,-63.5466822,2,Bright-White round-shape in the sky for a couple of seconds,1,Circle,,,
1/6/1998,01:00:00,5 seconds,Trenton (Canada),ON,Canada,44.0996853,-77.578191,2,Green light on bedroom ceiling and later large green sphere hovering in distance,1,Circle,,,
6/1/1980,01:00:00,15 min,Calgary (Canada),AB,Canada,51.0447331,-114.0718831,2,sitting in my car 20 miles outside calgary waiting for collen to change his tire on his van as i was waiting looked up in the sky at th,1,Circle,Time and date in 1980 are approximate.  PD,,
8/1/1978,01:00:00,10 - 15 seconds,Harrison Lake (Canada),BC,Canada,49.5543548,-121.8624072,2,"Light sped across the night sky, slowing to apparently ""check out"" a satellite, the zig zaged and sped off at a high rate of speed.",1,Circle,,,
6/23/2004,00:50:00,10 seconds,Toronto (Canada),ON,Canada,43.653226,-79.3831843,2,"My roomate and I were sitting on our patio having a smoke, enjoying the night sky.

 From above we noticed one large circular craft,",1,Circle,,,
9/22/2012,00:40:00,10 seconds,Norwood (Canada),ON,Canada,44.382419,-77.979918,2,"BRIGHT, WHITE RING OF LIGHT,  DROPPED DOWN FROM SKY LASTING 10 TO 15 SECONDS",1,Circle,,,
4/26/2021,00:30:00,Minute,Calgary (Canada),AB,Canada,51.0447331,-114.0718831,2,"Erratically fast moving white star like craft, dimmed down and vanished",1,Circle,,,
7/15/2013,00:30:00,03:11,Ottawa (Canada),ON,Canada,45.4215296,-75.6971931,2,Ottawa Drone Flying High Speeds - Orange and White Near The Canadian Security Intelligence Services Building,1,Circle,,,
1/1/2015,00:20:00,30 seconds,Chilliwack (Canada),BC,Canada,49.1579401,-121.9514666,2,New Years at 12:20 am my fiancé and I were in Bed listening to the New Years celebration going on  around us as we live off Ryder lake,1,Circle,,,
8/26/2011,00:15:00,approx 2 minutes,Pincher Creek (Canada),AB,Canada,49.484885,-113.9440351,2,"Bright white light, seen moving across treeline, while camping in rocky mountains.",1,Circle,,,
7/10/2000,00:10:00,2 HOURS,New Westminster (Canada),BC,Canada,49.2057179,-122.910956,2,I watched what i thought was a satalite untill it stopped and stared to move eraticly across the sky,1,Circle,,,
7/6/2014,00:00:00,25-30,Ajax (Canada),ON,Canada,43.8508553,-79.0203732,2,One large dark circle silently flying  across the night sky.  The opposite side of the direction of travel of the circle had an orangey,1,Circle,Witness elects to remain totally anonymous; provides no contact information.  PD,,
5/19/2014,00:00:00,3 minutes,Fenelon Falls (Canada),ON,Canada,44.5370197,-78.7361328,2,"Last saturday night me and my cousin saw a big bright blue circle hovering in the air, just outside Fenelon Falls.",1,Circle,,,
8/16/2008,00:00:00,about an hour,Five Islands (Canada),NS,Canada,45.486335,-64.0223321,2,Object disguises itself as a star,1,Circle,,,
9/3/2007,00:00:00,5 seconds,Barrie (Canada),ON,Canada,44.3893556,-79.6903316,2,"speed up till got in to town ""lights from city"" stoped went around city lights and kept going.",1,Circle,,,
6/19/2004,00:00:00,approx.7 min.,Chatham (Canada),ON,Canada,42.4078419,-82.1910374,2,A circular light similar to a single vehicle headlight was heading in our direction very much the speed of a small plane but higher the,1,Circle,,,
9/23/2005,00:00:00,30 minutes,Welland (Canada),ON,Canada,42.9921579,-79.2482555,2,round very bright white light,1,Circle,,,
10/20/1989,00:00:00,80 second,Ottawa (Canada),ON,Canada,45.4215296,-75.6971931,2,"It was snowy winter night,I sat camly listening to slow music flowing out of my girl friend car record,she was sitting in the driving s",1,Circle,,,
1/14/2000,09:23:00,5 miutes or so,York Mills/Leslie (over the intersections of) (Canada),ON,Canada,43.7538816,-79.3615044,2,"Clear blue sky ,temperature -12 C . After leaving our garbage route for morning break,I noticed a bright lightin the sky to the east. F",1,Cigar,,,
6/10/2004,09:15:00,1min 30sec,Sault Ste. Marie (Canada),ON,Canada,46.5136494,-84.3357526,2,One silver cigar shaped object with no contrail and made no sound. ((NUFORC Note:  Possible satellite.  PD)),1,Cigar,Possible satellite?  PD,,
7/27/2006,08:30:00,15mins,Montreal (Canada),QC,Canada,45.5018869,-73.5673919,2,UFO in Montreal Cigar shape,1,Cigar,Witness elects to remain totally anonymous;  provides no contact information.  PD,,
9/28/2022,08:00:00,2-3 seconds,Toronto,ON,Canada,43.653226,-79.3831843,2,Pill-capsule shaped metallic object seen from plane window,1,Cigar,,,
7/12/2009,23:43:00,2 minutes,Barrie (Canada),ON,Canada,44.3893556,-79.6903316,2,my brother in law and I were outside on the back deck talking and I saw what I thought was a falling star. It was a light orange colour,1,Cigar,,,
10/21/2021,23:10:00,Short duration 10-15 sec,Calgary,AB,Canada,51.0447331,-114.0718831,2,Object was flying east at great speed glowing bright florescent blue and changed direction instantly and 5 sec later it was gone,1,Cigar,,Unexplained,Possible
3/31/2020,22:40:00,1 minute,Kingston (Canada),ON,Canada,44.231345,-76.4809694,2,Kingston Ontario Canada  huge cigar shaped craft,1,Cigar,,,
9/12/2022,22:30:00,5-10 seconds,Windsor,ON,Canada,42.3149367,-83.0363633,2,A unknown object flying very low. Had no wings and was as loud and fast as a jet,1,Cigar,,,
3/19/2004,22:30:00,3 seconds,Victoria (Canada),BC,Canada,48.4284207,-123.3656444,2,long  cigar shaped bright green object flying from east to west,1,Cigar,Date is approximate.  PD,,
9/12/2023,21:25:00,25 to 35 second,Lillooet,BC,Canada,,,2,Me and my wife have seen lights in perfect straight line about 300 m long more or less 80 of them going from west to east,1,Cigar,,Starlink,Possible
6/3/2007,21:00:00,10-15 minutes,Sarnia (Canada),ON,Canada,42.974536,-82.4065901,2,"Silver surfer ufo chased by 2 USA armed aircraft, in Sarnia, Ontario, Canada.",1,Cigar,Witness indicates that the date of the sighting is approximate.  PD,,
4/9/2014,20:35:00,2-3 minutes,Port Hope (Canada),ON,Canada,43.9491764,-78.2934834,2,"I saw a brightly lit object hovering near Lake Ontario in Port Hope, Canada, and suddenly it vanished - in a split second.",1,Cigar,,,
6/17/2013,20:35:00,5 minutes,Cornwall (Canada),ON,Canada,45.0212762,-74.730345,2,UFO sighting june 2013.,1,Cigar,,,
6/29/1989,20:30:00,15 mins,Peterborough Lakes (by Kawartha; Peterborough) (Canada),ON,Canada,44.3038605,-78.3514043,2,I saw a light reddish in colour cigar shape moving slowly across the left horizon,1,Cigar,Witness indicates that the date of the sighting is approximate.  PD,,
7/23/1998,20:00:00,30 seconds,Nanaimo (Canada),BC,Canada,49.1658836,-123.9400647,2,"small cigar shaped craft, slowly moved across the sky.",1,Cigar,,,
4/16/2018,19:50:00,30 seconds,Ginew (Canada),MB,Canada,49.1380399,-97.242315,2,Reddish-orange UFO over rural southern Manitoba.,1,Cigar,,,
8/25/2001,19:45:00,~ 8 minutes,Kanata (Canada),ON,Canada,45.3088185,-75.8986835,2,"Cylindrical shape, quasi-transparent dome like structure attached on top flying high. Kanata Ontario, Canada.",1,Cigar,,,
9/15/2013,19:15:00,3 minutes,Halifax (Canada),NS,Canada,44.8857087,-63.1005273,2,Bright white color sigar shape object over Nova Scotia.,1,Cigar,,,
8/5/2013,19:05:00,2 minutes,Dartmouth (Canada),NS,Canada,44.6660885,-63.5675632,2,Large Cigar Shaped object bright white in colour,1,Cigar,,,
9/7/2005,19:04:00,3 Minutes,Vancouver (Canada),BC,Canada,49.2827291,-123.1207375,2,"Time I saw object:  19.04 Hours, September 7th 2005.

 I'm one of those unfortunates or fortunes to see many of these things in my li",1,Cigar,,,
5/13/2001,18:45:00,3 -4 minutes,Ferme-Neuve (Canada),QC,Canada,46.7019779,-75.456654,2,Luminous stationnary cigar shaped objet seen in Québec sky,1,Cigar,,,
7/12/2012,17:50:00,4 minutes,Elmira (Canada),ON,Canada,43.6004074,-80.5629846,2,"Orange cigar shaped object hovering in farmers field, no noise and then takes off.",1,Cigar,Witness provides no contact information.  PD,,
8/11/2004,17:50:00,2 Mins.,Langley (Canada),BC,Canada,49.0730431,-122.5727084,2,Cigar shaped object moving very quickly in an almost fluid hovering type motion!!!!!!!!!!!!!!!!!!!!!!,1,Cigar,,,
8/3/2014,17:30:00,15 minutes,Burnaby (Canada),BC,Canada,49.2488091,-122.9805104,2,I was sitting in my sun deck looking up at the sky. Saw a bright light shining. First I thought it was just a plane.,1,Cigar,,,
9/19/2021,17:10:00,Around 10 minutes,Montreal,QC,Canada,45.5018869,-73.5673919,2,"Object emitting bright blue light in daylight. Montreal, Canada.",1,Cigar,,,
9/23/2014,16:30:00,~5 minutes,Mississauga (Canada),ON,Canada,43.5890452,-79.6441198,2,"White cigar like ufo seen over Mississauga, Ontario",1,Cigar,,,
10/29/2022,16:27:00,15-25 seconds,Allumette Island Quebec,QC,Canada,45.866667,-77.066667,2,Very large cigar shaped craft traveling quickly in an eastern direction,1,Cigar,,,
8/24/2022,16:00:00,1 minute,North York,ON,Canada,43.7615377,-79.4110794,2,"Cigar shaped craft, not moving, no wings or tail, tan colour",1,Cigar,,,
6/6/1963,16:00:00,several minutes,Calgary (east of) (Canada),AB,Canada,51.0463759,-114.0505705,2,I noticed a long silvery cigar shaped object,1,Cigar,Date is approximate.  PD,,
7/15/2003,15:00:00,5 minutes,Waterdown (Canada),ON,Canada,43.3247102,-79.9030371,2,Cigar shaped object spotted by Canadian teachers in Ontario,1,Cigar,Date is approximate.  PD,,
7/6/1999,15:00:00,A few seconds,St.Catharine's (Canada),ON,Canada,43.1593745,-79.2468626,2,HBCCUFO CANADIAN REPORT:  Silver-Bullet Shaped Object.,1,Cigar,Date is approximate.  We express our gratitude to Brian Vike for sharing this report with us.  PD,,
10/20/2011,14:00:00,no time,Banff (Canada),AB,Canada,51.1784304,-115.5707903,2,Peculiar picture.,1,Cigar,,,
4/10/2007,14:00:00,10 minutes,Toronto (Canada),ON,Canada,43.653226,-79.3831843,2,"Cigar shaped object seen in Toronto, showed great speed , and ability to hover",1,Cigar,,,
6/6/1986,13:00:00,2 minutes,Toronto (Canada),ON,Canada,43.653226,-79.3831843,2,White glowing Cigar shapped object (not moving).,1,Cigar,Witness indicates that the date of the incident is approximate.  PD,,
7/4/2009,12:15:00,5 mins,St. Thomas (Canada),ON,Canada,42.7777214,-81.1826527,2,Cigar shape craft spotted moving iradically above st.thomas Ontario,1,Cigar,,,
3/15/1951,10:30:00,15 seconds,Espanola (Canada),ON,Canada,46.2657181,-81.771057,2,"Large silvery cigar shaped craft was seen by a 10 year old in Northern Ontario, Canada in 1951.",1,Cigar,"Date may be approximate, although the witness does not indicate that fact.  PD",,
6/18/1999,01:13:00,12 Seconds,London (Canada),ON,Canada,42.9849233,-81.2452768,2,"Cigarette Break outside at 1:13 in the morning, I saw a bright light coming towards me, though it was a plane ....no coloured lights an",1,Cigar,,,
5/16/2021,01:00:00,1 minute,Kamloops (Canada),BC,Canada,50.674522,-120.3272674,2,"Lackluster sighting in comparison to other sightings, but , I was camping with my girlfriend  when we noticed what we initially thought",1,Cigar,,,
4/27/2015,00:00:00,5-10 minutes,Chateauguay (Canada),QC,Canada,45.3601589,-73.7494033,2,"Cigar shaped, bright flashing red/white lights, no sound.",1,Cigar,,,
7/12/2006,00:00:00,5-6 mins,Lr. Sackville (Canada),NS,Canada,44.7763767,-63.6775544,2,fighter jets with unknown object,1,Cigar,,,
4/22/2001,03:00:00,Moments,Niagara Falls,ON,Canada,43.0895577,-79.0849436,2,"Silent propulsion, chevron shaped, flying low overhead.",1,Chevron,Date indicated by witness may be approximate.  PD,,
8/10/2014,23:15:00,3 minutes,Sudbury (Canada),ON,Canada,46.4917317,-80.993029,2,Orange lights Sudbury.,1,Chevron,,,
5/24/2014,22:50:00,3 seconds,Newmarket (Canada),ON,Canada,44.059187,-79.461256,2,4-5 lights in chevron shape moving extremely fast and low with no sound.,1,Chevron,,,
10/10/2024,22:45:00,20 seconds,Richmond,BC,Canada,49.1757965,-123.1511178,2,A chevron with 5 lights pointing towards ground flew by for about 10 seconds low flying at an incredible speed.,1,Chevron,,Unexplained,Possible
8/26/2006,22:45:00,Few seconds,Edmonton (Canada),AB,Canada,53.5460983,-113.4937266,2,Helicopter altitude;highspeed;7-8 boomerang-shaped objects glowstick-like in V or L formation;part of a larger transparent object,1,Chevron,,,
10/5/2023,22:10:00,60 seconds,West Kelowna,BC,Canada,,,2,Slow moving lower altitude substantial craft appearing to bend light around it,1,Chevron,,Unexplained,Possible
9/18/2004,22:00:00,30 seconds,Kanata (Canada),ON,Canada,45.3088185,-75.8986835,2,"""chevron shaped object silently flys over house in Kanata, Ontario",1,Chevron,,,
7/26/2014,21:00:00,1 hour,North York (north Toronto) (Canada),ON,Canada,43.7615377,-79.4110794,2,V-shaped craft stationary in pearson airport flight path.,1,Chevron,,,
8/30/2020,20:30:00,60 minutes,Ottawa,ON,Canada,45.4215296,-75.6971931,2,"Chevron like object with white ,bright blinking light on both sides, hovering for about 20 min before slowly flying West.",1,Chevron,,,
2/19/2004,19:30:00,30 Minutes,Monkland (Canada),ON,Canada,45.1960467,-74.8766891,2,chevron shaped craft hovering near our home,1,Chevron,,,
3/27/2002,18:00:00,3minutes,Newmarket (Canada),ON,Canada,44.059187,-79.461256,2,"""v"" shaped orange/red thing in sky moving slowly in the distance.",1,Chevron,,,
11/22/2019,17:50:00,30 minutes,Millet (Canada),AB,Canada,53.0906869,-113.4694521,2,We are 30km S/E of the Edmonton International  Airport. Nice evening. We let our dogs out and went with them to stargaze. We noticed re,1,Chevron,,,
1/20/2015,17:25:00,10 minutes,Northern Bruce Peninsula (Canada),ON,Canada,45.0690706,-81.4138854,2,"Bright white chevron, pointing down, with long ""wings.""  The vertex appeared orange and with varying intensity.  It disapppeared.",1,Chevron,,,
2/10/2023,13:24:00,10 minutes,Lake Country,BC,Canada,50.0536782,-119.4106448,2,Saw what I thought was a plane but it didn't have a trail it changed direction and was moving too fast,1,Chevron,,,
8/8/2004,00:10:00,6 sec,Sarnia (Canada),ON,Canada,42.974536,-82.4065901,2,"At 12:10 approx, we were watching satelites. The wing shapped object appeared directly over head and moved due north. The rate was abou",1,Chevron,,,
11/1/2006,06:50:00,10 - 15 minutes,Peterborough (Canada),ON,Canada,44.3047061,-78.3199606,2,"Shaped changing object in the sky at sunrise over Peterborough, Ontario",1,Changing,,,
8/31/2007,03:30:00,2minutes,Belleville (Canada),ON,Canada,44.1627589,-77.3832315,2,Changing shapes UFO in Canada,1,Changing,Witness elects to remain anonymous; provides e-address only.  PD,,
7/15/2000,23:50:00,8 Min,Vancouver (Canada),BC,Canada,49.2827291,-123.1207375,2,We noticed an object that at first looked strikingly like a distant comet but then behaved unlike any comet that we know of.,1,Changing,,,
